set_id,year,pieces,t1,descr
8619-2,2004,33,Bionicle,Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time
8620-1,1986,101,Technic,Snow Scooter
8621-1,2004,180,Bionicle,Turaga Dume and Nivawk
8622-1,2004,170,Bionicle,Nidhiki
8623-1,2004,214,Bionicle,Krekka
8624-1,2006,507,Bionicle,Race for the Mask of Life
8625-1,2006,179,Bionicle,Umbra
8626-1,2006,11,Bionicle,Irnakk
8630-1,2008,351,Agents,Mission 3: Gold Hunt
8631-1,2008,77,Agents,Mission 1: Jetpack Pursuit
8632-1,2008,230,Agents,Mission 2: Swamp Raid
8633-1,2008,331,Agents,Mission 4: Speedboat Rescue
8634-1,2008,468,Agents,Mission 5: Turbocar Chase
8635-1,2008,1153,Agents,Mission 6: Mobile Command Center
8636-1,2008,520,Agents,Mission 7: Deep Sea Quest
8637-1,2008,714,Agents,Mission 8: Volcano Base
8638-1,2011,332,Cars,Spy Jet Escape
8639-1,2011,743,Cars,Big Bentley Bust Out
8640-1,1986,238,Technic,Polar Copter
8641-1,2005,53,Racers,Flame Glider
8642-1,2005,42,Racers,Monster Crusher
8643-1,2005,45,Racers,Power Cruiser
8644-1,2005,35,Racers,Street Maniac
8645-1,2005,126,Racers,Muscle Slammer Bike
8646-1,2005,126,Racers,Speed Slammer Bike
8647-1,2005,67,Racers,Night Racer
8648-1,2005,63,Racers,Buzz Saw
8649-1,2005,621,Racers,Nitro Menace
8650-1,2005,254,Racers,Furious Slammer Racer
8651-1,2005,241,Racers,Jumping Giant
8652-1,2005,477,Racers,Enzo Ferrari 1:17
8653-1,2005,1357,Racers,Enzo Ferrari 1:10
8654-1,2005,808,Racers,Scuderia Ferrari Truck
8655-1,2005,57,Racers,RX-Sprinter
8656-1,2005,46,Racers,F6 Truck
8657-1,2005,38,Racers,ATR 4
8658-1,2005,31,Racers,Big Bling Wheelie
8660-1,1986,387,Technic,Arctic Rescue Unit
8661-1,2006,43,Racers,Carbon Star
8662-1,2006,48,Racers,Blue Renegade
8663-1,2006,41,Racers,Fat Trax
8664-1,2006,54,Racers,Road Hero
8665-1,2006,52,Racers,Highway Enforcer {Box}
8666-1,2006,60,Racers,TunerX
8667-1,2006,78,Racers,Action Wheelie
8668-1,2006,109,Racers,LEGO Competition Racers: Racers Fly Wheel Side Rider
8669-1,2006,112,Racers,Fire Spinner 360
8670-1,2006,104,Racers,Jump Master
8671-1,2006,558,Racers,Ferrari 430 Spider 1:17
8672-1,2006,575,Racers,Ferrari Finish Line
8673-1,2006,188,Racers,Ferrari F1 Fuel Stop
8674-1,2006,1245,Racers,Ferrari F1 Racer 1:8
8675-1,2006,98,Racers,Outdoor Challenger
8676-1,2006,53,Racers,Sunset Cruiser
8677-1,2011,283,Cars,Ultimate Build Mater
8678-1,2011,195,Cars,Ultimate Build Francesco
8679-1,2011,848,Cars,Tokyo International Circuit
8680-1,1986,523,Technic,Arctic Rescue Base
8681-1,2006,654,Racers,Tuner Garage
8682-1,2006,723,Racers,Nitro Intimidator
8683-0,2010,0,Collectible Minifigures,Minifigure Series 1 [Random Bag]
8683-1,2010,8,Collectible Minifigures,Tribal Hunter - Complete Set
8683-10,2010,5,Collectible Minifigures,Super Wrestler - Complete Set
8683-11,2010,7,Collectible Minifigures,Nurse - Complete Set
8683-12,2010,6,Collectible Minifigures,Ninja - Complete Set
8683-13,2010,8,Collectible Minifigures,Spaceman - Complete Set
8683-14,2010,8,Collectible Minifigures,Forestman - Complete Set
8683-15,2010,9,Collectible Minifigures,Deep Sea Diver - Complete Set
8683-16,2010,7,Collectible Minifigures,Cowboy - Complete Set
8683-17,2010,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 1 - Complete
8683-18,2010,60,Collectible Minifigures,Minifigure Series 1 (Box of 60)
8683-2,2010,7,Collectible Minifigures,Cheerleader - Complete Set
8683-3,2010,6,Collectible Minifigures,Caveman - Complete Set
8683-4,2010,6,Collectible Minifigures,Circus Clown - Complete Set
8683-5,2010,6,Collectible Minifigures,Zombie - Complete Set
8683-6,2010,8,Collectible Minifigures,Skater - Complete Set
8683-7,2010,5,Collectible Minifigures,Robot - Complete Set
8683-8,2010,6,Collectible Minifigures,Demolition Dummy - Complete Set
8683-9,2010,7,Collectible Minifigures,Magician - Complete Set
8684-0,2010,0,Collectible Minifigures,Minifigure Series 2 [Random Bag]
8684-1,2010,8,Collectible Minifigures,Mariachi / Maraca Man - Complete Set
8684-10,2010,8,Collectible Minifigures,Weightlifter - Complete Set
8684-11,2010,6,Collectible Minifigures,Pop Star - Complete Set
8684-12,2010,9,Collectible Minifigures,Skier - Complete Set
8684-13,2010,6,Collectible Minifigures,Disco Dude - Complete Set
8684-14,2010,6,Collectible Minifigures,Karate Master - Complete Set
8684-15,2010,6,Collectible Minifigures,Surfer - Complete Set
8684-16,2010,6,Collectible Minifigures,Pharaoh - Complete Set
8684-17,2010,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 2 - Complete
8684-18,2010,60,Collectible Minifigures,Minifigure Series 2 (Box of 60)
8684-2,2010,8,Collectible Minifigures,Spartan Warrior - Complete Set
8684-3,2010,6,Collectible Minifigures,Circus Ringmaster - Complete Set
8684-4,2010,6,Collectible Minifigures,Witch - Complete Set
8684-5,2010,7,Collectible Minifigures,Vampire - Complete Set
8684-6,2010,7,Collectible Minifigures,Traffic Cop - Complete Set
8684-7,2010,7,Collectible Minifigures,Explorer - Complete Set
8684-8,2010,6,Collectible Minifigures,Lifeguard - Complete Set
8684-9,2010,7,Collectible Minifigures,Mime - Complete Set
8685-1,2008,53,Bionicle,Toa Kopaka
8686-1,2008,51,Bionicle,Toa Lewa
8687-1,2008,67,Bionicle,Toa Pohatu
8688-1,2008,60,Bionicle,Toa Gali
8689-1,2008,73,Bionicle,Toa Tahu
8690-1,2008,62,Bionicle,Toa Onua
8691-1,2008,52,Bionicle,Antroz
8692-1,2008,48,Bionicle,Vamprah
8693-1,2008,48,Bionicle,Chirox
8694-1,2008,40,Bionicle,Krika
8695-1,2008,51,Bionicle,Gorast
8696-1,2008,54,Bionicle,Bitil
8697-1,2008,140,Bionicle,Toa Ignika
8698-1,2008,133,Bionicle,Vultraz
8699-1,2008,267,Bionicle,Takanuva
8700-1,1982,27,Technic,Expert Builder Power Pack
870-1,1977,22,Technic,Supplementary Set
8701-1,2006,130,Castle,King Jayko
8702-1,2006,112,Castle,Lord Vladek
8703-1,2006,42,Castle,Sir Kentis
8704-1,2006,40,Castle,Sir Adric
8705-1,2006,38,Castle,Dracus
8706-1,2006,44,Castle,Karzon
8707-1,2009,295,Power Miners,Boulder Blaster
8708-1,2009,259,Power Miners,Cave Crusher
8709-1,2009,632,Power Miners,Underground Mining Station
8710-1,1980,124,Technic,Supplementary Set
871-1,1977,78,Technic,Supplementary Set
8712-1,1988,13,Technic,Action Figures
8714-1,1993,9,Technic,The LEGO TECHNIC Team / Team
8715-1,2005,401,Bionicle,Ultimate Creatures Accessory Set
8719-1,2006,10,Bionicle,Zamor Spheres
8720-1,1991,57,Technic,Power Pack
872-1,1978,77,Technic,Supplementary Set
8721-1,2006,21,Bionicle,Velika
8722-1,2006,25,Bionicle,Kazi
8723-1,2006,27,Bionicle,Piruk
8724-1,2006,21,Bionicle,Garan
8725-1,2006,22,Bionicle,Balta
8726-1,2006,25,Bionicle,Dalu
8727-1,2006,46,Bionicle,Inika Toa Jaller
8728-1,2006,46,Bionicle,Inika Toa Hahli
8729-1,2006,55,Bionicle,Inika Toa Nuparu
8730-1,2006,62,Bionicle,Inika Toa Hewkii
8731-1,2006,46,Bionicle,Inika Toa Kongu
8732-1,2006,47,Bionicle,Inika Toa Matoro
8733-1,2006,196,Bionicle,Axonn
8734-1,2006,193,Bionicle,Brutaka
8735-1,1998,60,Technic,Power Pack Motor Set
8736-1,2005,48,Bionicle,Toa Hordika Vakama
8737-1,2005,48,Bionicle,Toa Hordika Nokama
8738-1,2005,48,Bionicle,Toa Hordika Whenua
8739-1,2005,48,Bionicle,Toa Hordika Onewa
8740-1,2005,48,Bionicle,Toa Hordika Matau
874-1,1979,38,Technic,Supplementary Set
8741-1,2005,48,Bionicle,Toa Hordika Nuju
8742-1,2005,48,Bionicle,Visorak Vohtarak
8743-1,2005,48,Bionicle,Visorak Boggarak
8744-1,2005,48,Bionicle,Visorak Oohnorak
8745-1,2005,48,Bionicle,Visorak Roporak
8746-1,2005,48,Bionicle,Visorak Keelerak
8747-1,2005,48,Bionicle,Visorak Suukorak
8748-1,2005,5,Bionicle,Rhotuka Spinners
875-1,1979,38,Technic,Supplementary Set
8755-1,2005,203,Bionicle,Keetongu
8756-1,2005,211,Bionicle,Sidorak
8757-1,2005,190,Bionicle,Visorak Battle Ram
8758-1,2005,407,Bionicle,Tower of Toa
8759-1,2005,871,Bionicle,Battle of Metru Nui
876-1,1979,38,Technic,Supplementary Set
8761-1,2005,233,Bionicle,Roodaka
8762-1,2005,53,Bionicle,Toa Iruini
8763-1,2005,55,Bionicle,Toa Norik
8764-1,2006,281,Bionicle,Vezon & Fenrakk
8769-1,2005,330,Bionicle,Visorak's Gate
8770-1,2004,42,Castle,Danju (European version without Cards)
877-1,1979,30,Technic,Supplementary Set
8771-1,2004,45,Castle,Jayko (European version without Cards)
8772-1,2004,46,Castle,Rascus (European version without Cards)
8773-1,2004,46,Castle,Santis (European version without Cards)
8774-1,2004,48,Castle,Vladek (European version without Cards)
8777-1,2004,42,Castle,Vladek Encounter
8778-1,2004,180,Castle,Border Ambush
8779-1,2004,321,Castle,The Grand Tournament
8780-1,2004,443,Castle,Citadel of Orlan
878-1,1979,52,Technic,Supplementary Set
8781-1,2004,656,Castle,Castle of Morcia
8782-1,2004,45,Castle,Danju (USA version with 3 Cards)
8782-2,2004,48,Castle,"Danju (USA version with 6 Cards, Target Promo)"
8783-1,2004,48,Castle,Jayko (USA version with 3 Cards)
8783-2,2004,51,Castle,"Jayko (USA version with 6 Cards, Target Promo)"
8784-1,2004,49,Castle,Rascus (USA version with 3 Cards)
8784-2,2004,52,Castle,"Rascus (USA version with 6 Cards, Target Promo)"
8785-1,2004,49,Castle,Santis (USA version with 3 Cards)
8785-2,2004,52,Castle,"Santis (USA version with 6 Cards, Target Promo)"
8785452-1,2010,0,Other,MUJI Transparent Set
8785476-1,2010,91,Other,MUJI Sea Set
8785483-1,2010,91,Other,MUJI Circus Set
8785490-1,2010,0,Other,MUJI Animals Set
8785506-1,2010,0,Other,MUJI Colour Paper Pad and Perforation Grid
8786-1,2004,51,Castle,Vladek (USA version with 3 Cards)
8786-2,2004,54,Castle,"Vladek (USA version with 6 Cards, Target Promo)"
8790-1,2004,41,Castle,"King Mathias (Series 1) Limited Edition with Map and Cape, European"
879-1,1979,87,Technic,Supplementary Set
8791-1,2005,42,Castle,Sir Danju
8792-1,2005,42,Castle,Sir Jayko
8793-1,2005,44,Castle,Sir Rascus
8794-1,2005,44,Castle,Sir Santis
8795-1,2005,44,Castle,Lord Vladek
8796-1,2005,44,Castle,King Mathias (Series 2)
8799-1,2004,178,Castle,Knights' Castle Wall
88000-1,2011,1,Power Functions,Power Functions AAA Battery Box
880001-1,1998,3,Technic,Competition Racers with Stopwatch
880002-1,1998,7,Sports,World Cup German Starter Set
880002-2,1998,7,Sports,World Cup Dutch Starter Set
880002-3,1998,7,Sports,World Cup UK Starter Set
8800-1,2004,192,Castle,Vladek's Siege Engine
880010-1,2001,2,Technic,Exclusive Roboriders Pack
880011-1,2001,2,Technic,Exclusive Roboriders Pack
880012-1,2001,2,Technic,Exclusive Roboriders Pack
88002-1,2011,7,Power Functions,Power Functions Train Motor
88003-1,2013,1,Power Functions,Power Functions L-Motor
88004-1,2013,1,Power Functions,Power Functions Servo Motor
880-1,1979,22,Technic,Supplementary Set
8801-1,2005,165,Castle,Knights' Attack Barge
8802-1,2005,144,Castle,Dark Fortress Landing
8803-0,2011,0,Collectible Minifigures,Minifigure Series 3 [Random Bag]
8803-1,2011,9,Collectible Minifigures,Fisherman - Complete Set
8803-10,2011,6,Collectible Minifigures,Tennis Player - Complete Set
8803-11,2011,7,Collectible Minifigures,Race Car Driver - Complete Set
8803-12,2011,6,Collectible Minifigures,Gorilla Suit Guy - Complete Set
8803-13,2011,6,Collectible Minifigures,Space Alien - Complete Set
8803-14,2011,7,Collectible Minifigures,Hula Dancer - Complete Set
8803-15,2011,7,Collectible Minifigures,Rapper - Complete Set
8803-16,2011,6,Collectible Minifigures,Baseball Player - Complete Set
8803-17,2011,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 3 - Complete
8803-18,2011,60,Collectible Minifigures,Minifigure Series 3 (Box of 60)
8803-2,2011,7,Collectible Minifigures,Pilot - Complete Set
8803-3,2011,6,Collectible Minifigures,Tribal Chief - Complete Set
8803-4,2011,6,Collectible Minifigures,Samurai Warrior - Complete Set
8803-5,2011,7,Collectible Minifigures,Snowboarder - Complete Set
8803-6,2011,8,Collectible Minifigures,Space Villain - Complete Set
8803-7,2011,6,Collectible Minifigures,Sumo Wrestler - Complete Set
8803-8,2011,5,Collectible Minifigures,Mummy - Complete Set
8803-9,2011,8,Collectible Minifigures,Elf - Complete Set
8804-0,2011,0,Collectible Minifigures,Minifigure Series 4 [Random Bag]
8804-1,2011,8,Collectible Minifigures,Lawn Gnome - Complete Set
8804-10,2011,6,Collectible Minifigures,Sailor - Complete Set
8804-11,2011,8,Collectible Minifigures,Soccer Player - Complete Set
8804-12,2011,6,Collectible Minifigures,Werewolf - Complete Set
8804-13,2011,6,Collectible Minifigures,Hazmat Guy - Complete Set
8804-14,2011,7,Collectible Minifigures,Artist - Complete Set
8804-15,2011,8,Collectible Minifigures,Ice Skater - Complete Set
8804-16,2011,6,Collectible Minifigures,Crazy Scientist - Complete Set
8804-17,2011,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 4 - Complete
8804-18,2011,60,Collectible Minifigures,Minifigure Series 4 (Box of 60)
8804-2,2011,6,Collectible Minifigures,Kimono Girl - Complete Set
8804-3,2011,7,Collectible Minifigures,Musketeer - Complete Set
8804-4,2011,6,Collectible Minifigures,Punk Rocker - Complete Set
8804-5,2011,6,Collectible Minifigures,Surfer Girl - Complete Set
8804-6,2011,10,Collectible Minifigures,Viking - Complete Set
8804-7,2011,5,Collectible Minifigures,The Monster - Complete Set
8804-8,2011,11,Collectible Minifigures,Hockey Player - Complete Set
8804-9,2011,8,Collectible Minifigures,Street Skater - Complete Set
8805-0,2011,0,Collectible Minifigures,Minifigure Series 5 [Random Bag]
8805-1,2011,7,Collectible Minifigures,Graduate - Complete Set
8805-10,2011,6,Collectible Minifigures,Fitness Instructor - Complete Set
8805-11,2011,6,Collectible Minifigures,Detective - Complete Set
8805-12,2011,10,Collectible Minifigures,Evil Dwarf - Complete Set
8805-13,2011,5,Collectible Minifigures,Boxer - Complete Set
8805-14,2011,6,Collectible Minifigures,Egyptian Queen - Complete Set
8805-15,2011,7,Collectible Minifigures,Gangster - Complete Set
8805-16,2011,6,Collectible Minifigures,Snowboarder Guy - Complete Set
8805-17,2011,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 5 - Complete
8805-18,2011,60,Collectible Minifigures,Minifigure Series 5 (Box of 60)
8805-2,2011,7,Collectible Minifigures,Gladiator - Complete Set
8805-3,2011,6,Collectible Minifigures,Royal Guard - Complete Set
8805-4,2011,8,Collectible Minifigures,Ice Fisherman - Complete Set
8805-5,2011,7,Collectible Minifigures,Cave Woman - Complete Set
8805-6,2011,6,Collectible Minifigures,Lizard Man - Complete Set
8805-7,2011,7,Collectible Minifigures,Zookeeper - Complete Set
8805-8,2011,6,Collectible Minifigures,Lumberjack - Complete Set
8805-9,2011,6,Collectible Minifigures,Small Clown - Complete Set
8808-1,1994,93,Technic,F1 Racer
8809-1,2004,44,Castle,"King Mathias (Series 1) Limited Edition with Map and Cape, US"
8810-1,1991,80,Technic,Cafe Racer
8811-1,2004,217,Bionicle,Toa Lhikan & Kikanalo
8812-1,1994,148,Technic,Aero Hawk II
8813-1,2006,322,Castle,Battle at the Pass
8815-1,1991,78,Technic,Speedway Bandit
8816-1,1994,185,Technic,Off-Road Rambler
8818-1,1993,119,Technic,Baja Blaster
8820-1,1991,139,Technic,Mountain Rambler
8821-1,2006,137,Castle,Rogue Knight Battleship
8822-1,2006,234,Castle,Gargoyle Bridge
8823-1,2006,437,Castle,Mistlands Tower
8824-1,1994,192,Technic,Hovercraft
8825-1,1991,113,Technic,Night Chopper
8826-1,1993,95,Technic,ATX Sport Cycle
8827-0,2012,0,Collectible Minifigures,Minifigure Series 6 [Random Bag]
8827-1,2012,6,Collectible Minifigures,Classic Alien - Complete Set
8827-10,2012,7,Collectible Minifigures,Roman Soldier - Complete Set
8827-11,2012,7,Collectible Minifigures,Surgeon - Complete Set
8827-12,2012,8,Collectible Minifigures,Skater Girl - Complete Set
8827-13,2012,9,Collectible Minifigures,Intergalactic Girl - Complete Set
8827-14,2012,7,Collectible Minifigures,Butcher - Complete Set
8827-15,2012,7,Collectible Minifigures,Mechanic - Complete Set
8827-16,2012,7,Collectible Minifigures,Genie - Complete Set
8827-17,2012,16,Collectible Minifigures,Collectable Minifigures - LEGO Minifigures Series 6 - Complete
8827-18,2012,60,Collectible Minifigures,Minifigure Series 6 (Box of 60)
8827-2,2012,7,Collectible Minifigures,Highland Battler - Complete Set
8827-3,2012,6,Collectible Minifigures,Sleepyhead - Complete Set
8827-4,2012,8,Collectible Minifigures,Lady Liberty - Complete Set
8827-5,2012,8,Collectible Minifigures,Bandit - Complete Set
8827-6,2012,6,Collectible Minifigures,Flamenco Dancer - Complete Set
8827-7,2012,6,Collectible Minifigures,Clockwork Robot - Complete Set
8827-8,2012,8,Collectible Minifigures,Minotaur - Complete Set
8827-9,2012,9,Collectible Minifigures,Leprechaun - Complete Set
8828-1,1993,175,Technic,Front End Loader
8829-1,1994,277,Technic,Dune Blaster
8830-1,1990,172,Technic,Rally 6-wheeler
8831-0,2012,0,Collectible Minifigures,Minifigure Series 7 [Random Bag]
8831-1,2012,6,Collectible Minifigures,Swimming Champion - Complete Set
8831-10,2012,7,Collectible Minifigures,Jungle Boy - Complete Set
8831-11,2012,9,Collectible Minifigures,Hippie - Complete Set
8831-12,2012,7,Collectible Minifigures,Computer Programmer - Complete Set
8831-13,2012,9,Collectible Minifigures,Viking Woman - Complete Set
8831-14,2012,7,Collectible Minifigures,Evil Knight - Complete Set
8831-15,2012,6,Collectible Minifigures,Rocker Girl - Complete Set
8831-16,2012,7,Collectible Minifigures,Grandma Visitor - Complete Set
8831-17,2012,16,Collectible Minifigures,LEGO Minifigures Series 7 - Complete
8831-18,2012,60,Collectible Minifigures,Minifigure Series 7 (Box of 60)
8831-2,2012,7,Collectible Minifigures,Aztec Warrior - Complete Set
8831-3,2012,7,Collectible Minifigures,Bunny Suit Guy - Complete Set
8831-4,2012,11,Collectible Minifigures,Bride - Complete Set
8831-5,2012,7,Collectible Minifigures,Ocean King - Complete Set
8831-6,2012,7,Collectible Minifigures,Bagpiper - Complete Set
8831-7,2012,8,Collectible Minifigures,Daredevil - Complete Set
8831-8,2012,7,Collectible Minifigures,Galaxy Patrol - Complete Set
8831-9,2012,6,Collectible Minifigures,Tennis Ace - Complete Set
8832-1,1988,86,Technic,Roadster
8833-0,2012,0,Collectible Minifigures,Minifigure Series 8 [Random Bag]
8833-1,2012,7,Collectible Minifigures,Evil Robot - Complete Set
8833-10,2012,7,Collectible Minifigures,Santa - Complete Set
8833-11,2012,5,Collectible Minifigures,Vampire Bat - Complete Set
8833-12,2012,7,Collectible Minifigures,DJ - Complete Set
8833-13,2012,7,Collectible Minifigures,Red Cheerleader - Complete Set
8833-14,2012,7,Collectible Minifigures,Actor - Complete Set
8833-15,2012,7,Collectible Minifigures,Pirate Captain - Complete Set
8833-16,2012,10,Collectible Minifigures,Alien Villainess - Complete Set
8833-17,2012,16,Collectible Minifigures,LEGO Minifigures Series 8 - Complete
8833-18,2012,60,Collectible Minifigures,Minifigure Series 8 (Box of 60)
8833-2,2012,8,Collectible Minifigures,Conquistador - Complete Set
8833-3,2012,7,Collectible Minifigures,Lederhosen Guy - Complete Set
8833-4,2012,6,Collectible Minifigures,Cowgirl - Complete Set
8833-5,2012,8,Collectible Minifigures,Football Player - Complete Set
8833-6,2012,8,Collectible Minifigures,Diver - Complete Set
8833-7,2012,9,Collectible Minifigures,Downhill Skier - Complete Set
8833-8,2012,7,Collectible Minifigures,Businessman - Complete Set
8833-9,2012,8,Collectible Minifigures,Fairy - Complete Set
8835-1,1989,240,Technic,Forklift
8836-1,1993,273,Technic,Sky Ranger
8837-1,1992,257,Technic,Pneumatic Excavator
8838-1,1991,248,Technic,Shock Cycle
8839-1,1992,531,Technic,Supply Ship
8840-1,1991,229,Technic,Rally Shock n' Roll Racer
8841-1,1983,180,Technic,Desert Racer
8842-1,1986,280,Technic,Go-Cart
8843-1,1984,272,Technic,Fork Lift Truck
8844-1,1981,316,Technic,Helicopter
8845-1,1981,174,Technic,Dune Buggy
8846-1,1982,379,Technic,Tow Truck
8847-1,1983,250,Technic,Dragster
8848-1,1981,398,Technic,Power Truck
8849-1,1986,347,Technic,Tractor
8850-1,1990,360,Technic,Rally Support Truck
885-1,1979,20,Space,Space Scooter
8851-1,1984,350,Technic,Excavator
8852-1,1987,327,Technic,Robot
8853-1,1988,326,Technic,Excavator / Digger
8854-1,1989,516,Technic,Power Crane
8855-1,1988,570,Technic,Prop Plane
8856-1,1991,516,Technic,Whirlwind Rescue
8857-1,1993,377,Technic,Street Chopper / Trike
8857-2,1980,409,Technic,LEGO Motorcycle
8858-1,1994,452,Technic,Rebel Wrecker
8858-2,1980,242,Technic,Auto Engines
8859-1,1981,614,Technic,Tractor
8860-1,1980,676,Technic,Car Chassis
886-1,1979,20,Space,Space Buggy
8862-1,1989,672,Technic,Backhoe Grader
8863-1,2010,502,Racers,Blizzard's Peak
8864-1,2010,924,Racers,Desert of Destruction
8865-1,1988,900,Technic,Test Car
8866-1,2009,7,Train,Train Motor (RC)
8867-1,2009,64,Train,Flexible Train Track
8868-1,1992,953,Technic,Airtech Claw Rig
8869-1,2009,1,Power Functions,Power Functions Control Switch
8870-1,2009,1,Power Functions,Power Functions Light
8871-1,2009,1,Power Functions,Power Functions Extension Wire 50cm
8872-1,1993,763,Technic,Forklift Transporter
8873-1,2005,45,Castle,Fireball Catapult
8874-1,2005,125,Castle,Battle Wagon
8875-1,2005,131,Castle,King's Siege Tower
8876-1,2005,252,Castle,Scorpion Prison Cave
8877-1,2005,986,Castle,Vladek's Dark Fortress
8878-1,2009,1,Power Functions,Rechargeable Battery Box
8879-1,2009,1,Power Functions,IR Speed Remote Control
8880-1,1994,1345,Technic,Super Car
8881-1,2008,1,Power Functions,Power Functions Battery Box
8882-1,2008,1,Power Functions,Power Functions XL-Motor
8883-1,2008,1,Power Functions,Power Functions M-Motor
8884-1,2008,1,Power Functions,Power Functions IR Receiver
8885-1,2008,1,Power Functions,Power Functions IR Remote Control
8886-1,2008,1,Power Functions,Power Functions Extension Wire
8887-1,2009,1,Power Functions,Power Functions Transformer 10VDC
8888-1,1980,1,Books,Idea Book 8888
8889-1,1984,1,Books,Idea Book 8889
8890-1,1988,1,Books,Idea Book 8890
889-1,1979,29,Space,Radar Truck
8891-1,1991,1,Books,"Idea Book 8891, Technic"
8892-1,2006,211,Bionicle,Piraka Outpost
